Tweet,Target 1,Stance 1,Dataset,domain
"When ordinary people become actively concerned about nuclear power , this style of rationality characterises them as emotional and ill-informed in contrast to the experts who it depicts as involved in ' responsible , objective , scientific endeavour ' .",nuclear energy,NONE,am,environment
This results in fewer brownouts or other power interruptions .,nuclear energy,FAVOR,am,environment
" The more technology is available and the more different opportunities you have for reducing emissions , the less costly those pathways [ to 2 C ] tend to be , "" he said .",nuclear energy,FAVOR,am,environment
" There was talk of a nuclear revival here in the U.S. that really took off in 2003 , after a report from MIT projected a new plant would cost $ 2 billion to $ 3 billion .	",nuclear energy,NONE,am,environment
"If pristine DNA is stressed enough to come apart , it is * far * more likely co fall back together correctly because of base pair affinity , than mutated DNA with mis-matched base pairs .",nuclear energy,FAVOR,am,environment
"Only in the US do corporations have much of an independent role , and even there the industry is heavily regulated by the state .",nuclear energy,NONE,am,environment
I was of the misguided sentiment that this â deal â would cause the spectre of war to become less likely .,nuclear energy,NONE,am,environment
One of us is a physicist and physician ( radiologist ) and the other an English professor who was formerly anti-nuclear â explained in the â self introduction from the authors â following this article â and both of us are longtime leftists/Marxists .,nuclear energy,NONE,am,environment
Nuclear Engineering graduates have not even heard of the concept so bad luck if you were hoping to employ them direct - but there would be quite a few chemical engineering graduates with at least a similar background .,nuclear energy,NONE,am,environment
you take pride in your mastery of written comunication .,nuclear energy,NONE,am,environment
Nuclear weapons for example are a product of aggression and dominance relations as opposed to the more feminine values of nurturing and caring .,nuclear energy,NONE,am,environment
"Metropolitan owns two nuclear powerplants at Three Mile Island near Harrisburg , Pa .",nuclear energy,NONE,am,environment
"Please try again Report abuse 4.0 out of 5 stars Lots of Info By ahmed elkassabgi on June 24 , 2000 Format : Paperback This book contains lots of info .",nuclear energy,NONE,am,environment
Indeed portions of the capitalist class oppose other portions of their class when it comes to the growth of new forms of energy to replace fossil fuels .,nuclear energy,NONE,am,environment
"D.C. 358 , 678 F. 2d 222 , reversed and remanded .",nuclear energy,NONE,am,environment
"It will require hard work and a willingness to tackle every alternative , even those that come with unwanted baggage of their own â such as nuclear power .",nuclear energy,NONE,am,environment
[ Footnote 12 ] PANE 's original contention seems to be addressed as much to the symbolic significance of continued operation of TMI-1 as to the risk of an accident .,nuclear energy,NONE,am,environment
"Whether anything else will replace it any time soon to provide just as much of our energy needs , is a hotly disputed point ; nuclear power in general continues to divide green activists , political ideologies and even scientists themselves .",nuclear energy,NONE,am,environment
( A wind farm typically takes two to five years . ),nuclear energy,NONE,am,environment
"Nuclear plants also provide stability to the electrical grid , as their output is constant and reliable .",nuclear energy,FAVOR,am,environment
Get mind-blowing news & videos delivered right to your inbox !,nuclear energy,NONE,am,environment
"These alternatives need to be built at several levels : the local community , the group and the individual .",nuclear energy,NONE,am,environment
"Today , there are still no such reactors in operation , and the Nuclear Regulatory Commission has yet to receive a license application .",nuclear energy,NONE,am,environment
"Considering the Republican majority , where are the proposed bills that truly are of benefit to NE ?",nuclear energy,NONE,am,environment
To take a paragraph from Hunziker as another example : â The exclusion zone around Chernobyl is known as â Death Valley . â,nuclear energy,AGAINST,am,environment
The supply is only limited by the ability to find markets .,nuclear energy,NONE,am,environment
Critics do not believe that these risks can be reduced through new technology .,nuclear energy,AGAINST,am,environment
"In Australia , it 's always been a bit like Voldemort , you do n't ever mention its name .",nuclear energy,NONE,am,environment
it somewhat helped me with my project .,nuclear energy,NONE,am,environment
Time and resources are simply too limited for us to believe that Congress intended to extend NEPA as far as the Court of Appeals has taken it .,nuclear energy,NONE,am,environment
